Execution ID,Milliseconds Passed,Temperature (C),Power Usage (W),GPU Utilization (%),Memory Usage (MB),Cache Usage,Clocks Video (MHz)
109,53,60.0,23.72,0.0,737.0,0.0,885.0
109,107,60.0,24.66,0.0,737.0,0.0,885.0
109,161,60.0,23.88,0.0,737.0,0.0,885.0
109,214,60.0,23.88,0.0,737.0,0.0,885.0
109,267,60.0,23.98,0.0,737.0,0.0,885.0
109,320,60.0,23.98,0.0,737.0,0.0,885.0
109,373,60.0,23.95,0.0,737.0,0.0,885.0
109,426,60.0,23.95,0.0,737.0,0.0,885.0
109,479,60.0,24.03,0.0,737.0,0.0,885.0
109,532,60.0,24.03,0.0,737.0,0.0,885.0
109,588,60.0,23.96,0.0,737.0,0.0,885.0
109,641,60.0,23.96,0.0,737.0,0.0,885.0
109,695,60.0,23.93,0.0,737.0,0.0,885.0
109,749,60.0,23.93,0.0,737.0,0.0,885.0
109,803,60.0,23.92,0.0,737.0,0.0,885.0
109,856,60.0,23.92,0.0,737.0,0.0,885.0
109,909,60.0,23.92,0.0,737.0,0.0,885.0
109,962,60.0,23.84,0.0,737.0,0.0,885.0
109,1014,60.0,23.84,0.0,737.0,0.0,885.0
109,1066,60.0,23.89,0.0,737.0,0.0,885.0
109,1119,60.0,23.89,0.0,737.0,0.0,885.0
109,1173,60.0,23.93,0.0,737.0,0.0,885.0
109,1226,60.0,23.93,0.0,737.0,0.0,885.0
109,1282,60.0,23.97,0.0,737.0,0.0,885.0
109,1337,60.0,23.97,0.0,737.0,0.0,885.0
109,1392,60.0,23.95,0.0,737.0,0.0,885.0
109,1442,60.0,23.95,0.0,737.0,0.0,885.0
109,1492,60.0,23.98,0.0,737.0,0.0,885.0
109,1541,60.0,23.98,0.0,737.0,0.0,885.0
109,1591,60.0,23.95,0.0,737.0,0.0,885.0
109,1640,60.0,23.95,0.0,737.0,0.0,885.0
109,1691,60.0,23.98,0.0,737.0,0.0,885.0
109,1741,60.0,23.98,0.0,737.0,0.0,885.0
109,1792,60.0,23.98,0.0,737.0,0.0,885.0
109,1844,60.0,23.98,0.0,737.0,0.0,885.0
109,1895,60.0,23.95,0.0,737.0,0.0,885.0
109,1946,60.0,23.95,0.0,737.0,0.0,885.0
109,1995,60.0,23.97,0.0,737.0,0.0,885.0
109,2042,60.0,23.97,0.0,737.0,0.0,885.0
109,2091,60.0,23.94,0.0,737.0,0.0,885.0
109,2140,60.0,23.94,0.0,737.0,0.0,885.0
109,2189,60.0,23.94,0.0,737.0,0.0,885.0
109,2236,60.0,23.94,0.0,737.0,0.0,885.0
109,2284,60.0,23.92,0.0,737.0,0.0,885.0
109,2332,60.0,23.92,0.0,737.0,0.0,885.0
109,2381,60.0,23.92,0.0,737.0,0.0,885.0
109,2428,60.0,23.92,0.0,737.0,0.0,885.0
109,2477,60.0,23.93,0.0,737.0,0.0,885.0
109,2524,60.0,23.93,0.0,737.0,0.0,885.0
109,2573,60.0,23.96,0.0,737.0,0.0,885.0
109,2621,60.0,23.96,0.0,737.0,0.0,885.0
109,2667,60.0,23.92,0.0,737.0,0.0,885.0
109,2715,60.0,23.92,0.0,737.0,0.0,885.0
109,2765,60.0,23.92,0.0,737.0,0.0,885.0
109,2812,60.0,23.97,0.0,737.0,0.0,885.0
109,2859,60.0,23.97,0.0,737.0,0.0,885.0
109,2906,60.0,23.93,0.0,737.0,0.0,885.0
109,2955,60.0,23.93,0.0,737.0,0.0,885.0
109,3004,60.0,24.03,0.0,737.0,0.0,885.0
