Execution ID,Milliseconds Passed,Temperature (C),Power Usage (W),GPU Utilization (%),Memory Usage (MB),Cache Usage,Clocks Video (MHz)
410,68,63.0,28.01,0.0,737.0,0.0,885.0
410,127,62.0,28.01,0.0,737.0,0.0,885.0
410,181,62.0,30.67,0.0,737.0,0.0,885.0
410,235,62.0,24.46,0.0,737.0,0.0,885.0
410,285,62.0,24.46,0.0,737.0,0.0,885.0
410,336,62.0,24.48,6.0,737.0,4.0,885.0
410,386,62.0,24.48,6.0,737.0,4.0,885.0
410,438,62.0,24.46,6.0,737.0,4.0,885.0
410,491,62.0,24.46,6.0,737.0,4.0,885.0
410,544,62.0,24.44,6.0,737.0,4.0,885.0
410,597,62.0,24.44,6.0,737.0,4.0,885.0
410,651,62.0,24.43,6.0,737.0,4.0,885.0
410,707,62.0,24.43,6.0,737.0,4.0,885.0
410,771,62.0,24.51,6.0,737.0,4.0,885.0
410,830,62.0,24.51,6.0,737.0,4.0,885.0
410,887,62.0,24.45,6.0,737.0,4.0,885.0
410,945,62.0,24.32,6.0,737.0,4.0,885.0
410,1000,62.0,24.32,6.0,737.0,4.0,885.0
410,1052,62.0,24.43,6.0,737.0,4.0,885.0
410,1104,62.0,24.43,6.0,737.0,4.0,885.0
410,1154,62.0,24.42,6.0,737.0,4.0,885.0
410,1207,62.0,24.42,6.0,737.0,4.0,885.0
410,1257,62.0,24.39,6.0,737.0,4.0,885.0
410,1307,62.0,24.39,6.0,737.0,4.0,885.0
410,1357,62.0,24.43,0.0,737.0,0.0,885.0
410,1408,62.0,24.43,0.0,737.0,0.0,885.0
410,1457,62.0,24.4,0.0,737.0,0.0,885.0
410,1508,62.0,24.4,0.0,737.0,0.0,885.0
410,1558,62.0,24.47,0.0,737.0,0.0,885.0
410,1609,62.0,24.47,0.0,737.0,0.0,885.0
410,1657,62.0,24.47,0.0,737.0,0.0,885.0
410,1704,62.0,24.47,0.0,737.0,0.0,885.0
410,1752,62.0,24.38,0.0,737.0,0.0,885.0
410,1802,62.0,24.38,0.0,737.0,0.0,885.0
410,1856,62.0,24.43,0.0,737.0,0.0,885.0
410,1905,62.0,24.43,0.0,737.0,0.0,885.0
410,1955,62.0,24.39,0.0,737.0,0.0,885.0
410,2003,62.0,24.39,0.0,737.0,0.0,885.0
410,2050,62.0,24.4,0.0,737.0,0.0,885.0
410,2096,62.0,24.4,0.0,737.0,0.0,885.0
410,2145,62.0,24.44,0.0,737.0,0.0,885.0
410,2192,62.0,24.44,0.0,737.0,0.0,885.0
410,2241,62.0,24.44,0.0,737.0,0.0,885.0
410,2290,62.0,24.44,0.0,737.0,0.0,885.0
410,2337,62.0,24.44,0.0,737.0,0.0,885.0
410,2384,62.0,24.49,0.0,737.0,0.0,885.0
410,2432,62.0,24.49,0.0,737.0,0.0,885.0
410,2481,62.0,24.4,0.0,737.0,0.0,885.0
410,2531,62.0,24.4,0.0,737.0,0.0,885.0
410,2580,62.0,24.39,0.0,737.0,0.0,885.0
410,2629,62.0,24.39,0.0,737.0,0.0,885.0
410,2679,62.0,24.42,0.0,737.0,0.0,885.0
410,2727,62.0,24.42,0.0,737.0,0.0,885.0
410,2774,62.0,24.43,0.0,737.0,0.0,885.0
410,2823,62.0,24.43,0.0,737.0,0.0,885.0
410,2873,62.0,24.47,0.0,737.0,0.0,885.0
410,2923,62.0,24.47,0.0,737.0,0.0,885.0
410,2973,62.0,24.44,0.0,737.0,0.0,885.0
410,3022,62.0,24.44,0.0,737.0,0.0,885.0
