Execution ID,Milliseconds Passed,Temperature (C),Power Usage (W),GPU Utilization (%),Memory Usage (MB),Cache Usage,Clocks Video (MHz)
4,60,46.0,7.52,0.0,811.0,0.0,885.0
4,114,46.0,7.96,0.0,811.0,0.0,885.0
4,168,46.0,7.96,0.0,811.0,0.0,885.0
4,223,46.0,8.51,0.0,811.0,0.0,885.0
4,276,46.0,8.51,0.0,811.0,0.0,885.0
4,331,46.0,8.48,0.0,811.0,0.0,885.0
4,386,46.0,8.48,3.0,811.0,2.0,885.0
4,440,46.0,8.51,3.0,811.0,2.0,885.0
4,495,46.0,8.51,3.0,811.0,2.0,885.0
4,549,46.0,8.45,3.0,811.0,2.0,885.0
4,603,46.0,8.45,3.0,811.0,2.0,885.0
4,658,46.0,8.82,3.0,811.0,2.0,885.0
4,712,46.0,8.82,3.0,811.0,2.0,885.0
4,766,46.0,8.12,3.0,811.0,2.0,885.0
4,821,46.0,8.27,3.0,811.0,2.0,885.0
4,875,46.0,8.27,3.0,811.0,2.0,885.0
4,929,46.0,8.3,3.0,811.0,2.0,885.0
4,983,46.0,8.3,3.0,811.0,2.0,885.0
4,1037,46.0,8.45,3.0,811.0,2.0,885.0
4,1091,46.0,8.45,3.0,811.0,2.0,885.0
4,1146,46.0,8.39,3.0,811.0,2.0,885.0
4,1200,46.0,8.39,3.0,811.0,2.0,885.0
4,1254,46.0,8.43,3.0,811.0,2.0,885.0
4,1309,46.0,8.43,3.0,811.0,2.0,885.0
4,1363,46.0,8.4,3.0,811.0,2.0,885.0
4,1417,46.0,8.15,0.0,811.0,0.0,885.0
4,1472,46.0,8.15,0.0,811.0,0.0,885.0
4,1527,46.0,8.28,0.0,811.0,0.0,885.0
4,1581,46.0,8.28,0.0,811.0,0.0,885.0
4,1635,46.0,8.8,0.0,811.0,0.0,885.0
4,1690,46.0,8.8,0.0,811.0,0.0,885.0
4,1744,46.0,8.37,0.0,811.0,0.0,885.0
4,1798,46.0,8.37,0.0,811.0,0.0,885.0
4,1852,46.0,8.45,0.0,811.0,0.0,885.0
4,1909,46.0,8.45,0.0,811.0,0.0,885.0
4,1962,46.0,8.86,0.0,811.0,0.0,885.0
4,2016,46.0,8.13,0.0,811.0,0.0,885.0
4,2070,46.0,8.13,0.0,811.0,0.0,885.0
4,2123,46.0,8.07,0.0,811.0,0.0,885.0
4,2176,46.0,8.07,0.0,811.0,0.0,885.0
4,2230,46.0,8.23,0.0,811.0,0.0,885.0
4,2283,46.0,8.23,0.0,811.0,0.0,885.0
4,2337,46.0,8.41,0.0,811.0,0.0,885.0
4,2391,46.0,8.41,0.0,811.0,0.0,885.0
4,2444,46.0,8.38,0.0,811.0,0.0,885.0
4,2498,46.0,8.38,0.0,811.0,0.0,885.0
4,2551,46.0,8.35,0.0,811.0,0.0,885.0
4,2605,46.0,8.35,0.0,811.0,0.0,885.0
4,2659,46.0,8.38,0.0,811.0,0.0,885.0
4,2712,46.0,8.38,0.0,811.0,0.0,885.0
4,2766,46.0,8.37,0.0,811.0,0.0,885.0
4,2819,46.0,8.02,0.0,811.0,0.0,885.0
4,2873,46.0,8.02,0.0,811.0,0.0,885.0
4,2927,46.0,8.43,0.0,811.0,0.0,885.0
4,2980,46.0,8.43,0.0,811.0,0.0,885.0
4,3034,46.0,8.25,0.0,811.0,0.0,885.0
