Execution ID,Milliseconds Passed,Temperature (C),Power Usage (W),GPU Utilization (%),Memory Usage (MB),Cache Usage,Clocks Video (MHz)
109,61,61.0,23.88,0.0,737.0,0.0,885.0
109,116,61.0,33.73,6.0,737.0,4.0,885.0
109,172,61.0,24.19,6.0,737.0,4.0,885.0
109,226,61.0,24.19,6.0,737.0,4.0,885.0
109,279,61.0,24.11,6.0,737.0,4.0,885.0
109,332,61.0,24.11,6.0,737.0,4.0,885.0
109,385,61.0,24.12,6.0,737.0,4.0,885.0
109,439,61.0,24.12,6.0,737.0,4.0,885.0
109,492,61.0,24.14,6.0,737.0,4.0,885.0
109,545,61.0,24.14,6.0,737.0,4.0,885.0
109,598,61.0,24.12,6.0,737.0,4.0,885.0
109,651,61.0,24.12,6.0,737.0,4.0,885.0
109,703,61.0,24.09,6.0,737.0,4.0,885.0
109,754,61.0,24.09,6.0,737.0,4.0,885.0
109,804,61.0,24.1,6.0,737.0,4.0,885.0
109,854,61.0,24.1,6.0,737.0,4.0,885.0
109,902,61.0,24.13,6.0,737.0,4.0,885.0
109,952,61.0,24.13,6.0,737.0,4.0,885.0
109,1002,60.0,24.14,6.0,737.0,4.0,885.0
109,1052,60.0,24.14,6.0,737.0,4.0,885.0
109,1102,61.0,24.1,0.0,737.0,0.0,885.0
109,1154,60.0,24.1,0.0,737.0,0.0,885.0
109,1204,60.0,24.16,0.0,737.0,0.0,885.0
109,1255,60.0,24.16,0.0,737.0,0.0,885.0
109,1305,61.0,24.1,0.0,737.0,0.0,885.0
109,1354,61.0,24.1,0.0,737.0,0.0,885.0
109,1404,60.0,24.07,0.0,737.0,0.0,885.0
109,1455,60.0,24.07,0.0,737.0,0.0,885.0
109,1504,60.0,24.05,0.0,737.0,0.0,885.0
109,1554,60.0,24.05,0.0,737.0,0.0,885.0
109,1608,60.0,24.08,0.0,737.0,0.0,885.0
109,1658,60.0,24.08,0.0,737.0,0.0,885.0
109,1706,61.0,24.08,0.0,737.0,0.0,885.0
109,1755,60.0,24.08,0.0,737.0,0.0,885.0
109,1803,60.0,24.03,0.0,737.0,0.0,885.0
109,1851,60.0,24.03,0.0,737.0,0.0,885.0
109,1897,60.0,24.03,0.0,737.0,0.0,885.0
109,1944,60.0,24.03,0.0,737.0,0.0,885.0
109,1990,60.0,24.05,0.0,737.0,0.0,885.0
109,2037,60.0,24.05,0.0,737.0,0.0,885.0
109,2084,60.0,24.05,0.0,737.0,0.0,885.0
109,2132,60.0,24.05,0.0,737.0,0.0,885.0
109,2178,61.0,24.08,0.0,737.0,0.0,885.0
109,2225,60.0,24.08,0.0,737.0,0.0,885.0
109,2272,60.0,24.08,0.0,737.0,0.0,885.0
109,2319,60.0,24.1,0.0,737.0,0.0,885.0
109,2366,60.0,24.1,0.0,737.0,0.0,885.0
109,2412,61.0,24.02,0.0,737.0,0.0,885.0
109,2460,60.0,24.02,0.0,737.0,0.0,885.0
109,2506,61.0,24.02,0.0,737.0,0.0,885.0
109,2553,60.0,24.02,0.0,737.0,0.0,885.0
109,2600,60.0,24.03,0.0,737.0,0.0,885.0
109,2646,60.0,24.03,0.0,737.0,0.0,885.0
109,2695,60.0,24.06,0.0,737.0,0.0,885.0
109,2745,61.0,24.06,0.0,737.0,0.0,885.0
109,2794,61.0,24.06,0.0,737.0,0.0,885.0
109,2844,60.0,24.06,0.0,737.0,0.0,885.0
109,2892,60.0,24.05,0.0,737.0,0.0,885.0
109,2941,60.0,24.05,0.0,737.0,0.0,885.0
109,2988,60.0,24.1,0.0,737.0,0.0,885.0
109,3035,60.0,24.1,0.0,737.0,0.0,885.0
